Transcript ID,Strand,1st ORF on transcript,Last ORF on transcript,5' TSS,3' End,Length,Is mRNA?,ORFs per transcript,5' UTR length,3' UTR length,Mean RNA sequencing over transcript,mRNA / cell
636,0,637799567,637799567,1166832,1166033,800,1,1,20,93,5.38375,0.1796883474
637,0,637800147,637800147,1780037,1778348,1690,1,1,148,0,3.5733727811,0.119265094
638,1,637799680,637799680,1274421,1275487,1065,1,1,17,0,2.9981255858,0.1000656107
639,1,637800313,637800314,1943940,1946299,2358,1,2,11,223,3.5703389831,0.1191638378
640,0,637798410,637798410,7745,6089,1657,1,1,39,22,3.4773687387,0.1160608576
641,0,637798596,637798596,190397,189266,1132,1,1,0,7,2.1007067138,0.0701133072
642,0,637798636,637798636,227342,226210,1133,1,1,33,53,4.1182700794,0.1374516173
643,0,637798683,637798683,273532,271493,2040,1,1,0,0,2.9333333333,0.0979031008
644,0,637799123,637799123,701538,700665,874,1,1,0,178,23.4782608696,0.7836117754
645,0,637799343,637799340,932619,928121,4499,1,3,40,172,9.338519671,0.3116829658
646,0,637799430,637799429,1022730,1021351,1380,1,2,30,0,6.2623188406,0.2090115112
647,0,637799432,637799432,1024756,1023969,788,1,1,14,0,3.7398477157,0.1248213709
648,0,637800267,637800267,1897180,1896222,959,1,1,17,0,2.3534932221,0.0785503242
649,0,637800357,637800357,1991436,1990819,618,1,1,24,201,17.2508090615,0.5757639882
650,0,637800484,637800484,2109345,2108509,837,1,1,6,24,4.2867383513,0.143074424
651,0,637800516,637800513,2149666,2144403,5264,1,4,141,146,28.0248860182,0.935360196
652,0,637800784,637800781,2404451,2399797,4655,1,4,62,165,24.4741138561,0.8168494216
653,1,637798406,637798408,9,4512,4502,1,2,56,1,14.2810834813,0.4766462577
654,1,637798514,637798516,108536,109977,1440,1,3,20,30,12.2233009709,0.4079655911
655,1,637798613,637798613,208797,209003,205,1,1,16,20,7.1449275362,0.2384695094
656,1,637798710,637798710,302816,303529,712,1,1,17,49,30.9817927171,1.0340500828
657,1,637798719,637798719,311743,312338,594,1,1,19,64,17.6124161074,0.5878330057
658,1,637798756,637798757,342793,344840,2046,1,2,0,8,3.9755859375,0.1326893833
659,1,637798840,637798841,424844,426899,2054,1,2,213,69,9.0753891051,0.302900705
660,1,637799009,637799009,585681,587529,1847,1,1,20,56,21.6354786371,0.7221069704
661,1,637799143,637799143,724560,725165,604,1,1,66,0,2.6897689769,0.089773883
662,1,637799161,637799161,740782,741288,505,1,1,0,0,3.3017751479,0.1102002359
663,1,637799224,637799224,799840,800900,1059,1,1,0,221,10.0047125353,0.333917857
664,1,637799562,637799562,1158004,1160689,2684,1,1,23,65,10.4955323902,0.3502994883
665,1,640711043,640711043,1557246,1557318,71,0,1,0,1,99742.8493150685,0
666,1,637800014,637800014,1645142,1646843,1700,1,1,0,22,2.8830787309,0.0962258003
667,1,637800212,637800216,1837129,1840650,3520,1,5,33,0,45.9156729131,1.5324841208
668,1,637800336,637800336,1967702,1968675,972,1,1,68,93,21.1098562628,0.7045637679
669,1,637800509,637800509,2140771,2141851,1079,1,1,32,47,20.9222941721,0.6983036849
670,1,637800582,637800582,2216490,2220641,4150,1,1,18,78,35.5101156069,1.1851876462
671,1,640711060,640711060,2622812,2622885,72,0,1,0,1,120888.905405405,0
672,0,637798458,637798457,55058,52255,2804,1,2,28,351,5.782810271,0.1930074058
673,0,637798935,637798935,512260,511367,894,1,1,26,31,6.822147651,0.2276963895
674,0,637799910,637799909,1530852,1528132,2721,1,2,0,10,5.3693495039,0.1792077156
675,0,637800041,637800041,1673679,1672072,1608,1,1,0,51,3.605721393,0.1203447631
676,0,637800197,637800192,1824524,1821783,2742,1,4,13,107,7.4124726477,0.2473991103
677,0,637800401,637800400,2030157,2029183,975,1,2,24,51,17.4164102564,0.5812911033
678,1,637798568,637798572,163374,166606,3231,0,2,31,170,21572.8605010826,0
679,1,637798927,637798929,505575,507440,1864,1,3,45,18,5.0021436227,0.1669518312
680,1,637798930,637798930,507914,508505,590,1,1,27,193,6.4273648649,0.2145200967
681,1,640711031,640711031,673441,673513,71,0,1,0,1,87080.7808219178,0
682,1,637799732,637799732,1330223,1330936,712,1,1,27,210,14.1988795518,0.4739026146
683,1,637799758,637799759,1360735,1361592,856,1,2,73,33,17.1468531469,0.5722943498
684,1,637799840,637799840,1459914,1460602,687,1,1,0,47,2.526850508,0.0843363068
685,1,637800225,637800225,1852455,1853695,1239,1,1,74,384,50.9726027397,1.7012644995
686,1,637800760,637800760,2380447,2381558,1110,1,1,10,28,2.2589928058,0.0753962729
687,0,637798416,637798415,11523,10160,1364,1,1,49,92,16.6612903226,0.5560881771
688,0,637798423,637798423,18419,16126,2294,1,1,27,80,8.6460331299,0.2885704954
689,0,637798442,637798442,36356,36113,244,1,1,30,10,4.6270491803,0.1544326576
690,0,637798501,637798501,93440,92395,1046,1,1,101,195,50.4971319312,1.6853951586
691,0,637798506,637798506,101145,100419,727,1,1,63,109,8.3906464924,0.2800466964
692,0,637798513,637798511,108405,104653,3753,1,3,22,0,5.5883293365,0.186516399
693,0,637798565,637798564,161654,159902,1753,1,2,22,94,32.3439817456,1.0795145817
694,0,637798706,637798704,299538,296949,2590,1,3,103,31,9.3347490347,0.3115571168
695,0,637798833,637798832,416972,415516,1457,1,2,21,19,5.5504461222,0.1852520067
696,0,637798845,637798845,429318,428494,825,1,1,18,117,13.496969697,0.4504756314
697,0,637798868,637798868,449315,448820,496,1,1,2,56,5.9314516129,0.1979684677
698,0,637798882,637798881,460578,460227,352,1,2,34,69,148.3380681818,4.9509398342
699,0,637798884,637798881,461314,460227,1088,1,1,21,69,73.9852941176,2.469337401
700,0,637798964,637798964,539243,538321,923,1,1,24,185,18.7973997833,0.6273830884
701,0,637799017,637799017,595367,594680,688,1,1,0,7,2.9302325581,0.0977996092
702,0,637799119,637799118,698669,696523,2147,1,2,28,54,2.7452258966,0.0916248163
703,0,637799206,637799206,785941,785211,731,1,1,231,71,137.2476060192,4.5807839345
704,0,637799296,637799296,887511,886676,836,1,1,39,239,10.5299043062,0.3514466875
705,0,637799317,637799317,909675,909369,307,1,1,32,71,69.1791530945,2.3089273636
706,0,637799334,637799334,923829,923409,421,1,1,36,118,39.2731591449,1.3107832019
707,0,637799338,637799338,927412,926927,486,1,1,18,165,50.79218107,1.6952427356
708,0,637799371,637799371,961627,960816,812,1,1,7,13,6.0775862069,0.2028458643
709,0,637799410,637799410,999773,998456,1318,1,1,44,8,8.9339908953,0.2981813902
710,0,637799620,637799619,1222460,1220795,1666,1,2,62,195,14.7358943577,0.4918260516
711,0,637799698,637799696,1293249,1290296,2954,1,3,18,64,5.5937711578,0.1866980256
712,0,637799720,637799720,1313496,1313219,278,1,1,36,71,338.4964028777,11.2976752709
713,0,637799743,637799743,1340540,1338653,1888,1,1,82,3,2.4973516949,0.0833517528
714,0,637799751,637799751,1350366,1349297,1070,1,1,70,43,6.5570093458,0.2188471183
715,0,637799828,637799828,1446025,1445620,406,1,1,25,123,11.3965517241,0.3803719609
716,0,637799842,637799842,1463592,1461747,1846,1,1,21,202,55.1895991333,1.8420112118
717,0,637799846,637799846,1466463,1465539,925,1,1,29,170,15.107027027,0.5042129967
718,0,637799934,637799933,1551718,1549084,2635,1,2,0,95,14.430740038,0.4816412036
719,0,637799941,637799940,1559238,1557050,2189,1,2,29,346,7.0516217451,0.23535533
720,0,637800072,637800071,1704532,1701459,3074,1,2,63,654,333.9183474301,11.1448778291
721,0,637800272,637800272,1901043,1899697,1347,1,1,24,159,737.293986637,24.6079661953
722,0,637800326,637800323,1957459,1954758,2702,1,3,48,56,38.8774981495,1.2975775981
723,0,637800348,637800342,1984570,1973439,11132,1,7,77,19,24.0088932806,0.801322193
724,0,637800387,637800387,2021454,2019426,2029,1,1,25,72,3.7338590439,0.1246214927
725,0,637800389,637800389,2021997,2021493,505,1,1,25,0,3.2059405941,0.1070016563
726,0,637800390,637800390,2023569,2022027,1543,1,1,29,62,9.2397926118,0.3083878458
727,0,637800403,637800403,2032718,2032100,619,1,1,22,90,20.6429725363,0.6889810302
728,0,637800424,637800424,2050758,2050014,745,1,1,22,0,3.9302013423,0.1311746244
729,0,637800531,637800529,2167016,2164577,2440,1,3,25,74,13.1290983607,0.4381975365
730,0,637800557,637800557,2193526,2192944,583,1,1,24,16,4.5934819897,0.1533123172
731,0,637800616,637800616,2252756,2252130,627,1,1,30,66,57.9968102073,1.9357048491
732,0,637800633,637800632,2267560,2265433,2128,1,2,26,265,6.4069548872,0.2138388921
733,0,637800683,637800683,2303062,2301279,1784,1,1,18,101,3.4848654709,0.1163110689
734,0,637800686,637800686,2305792,2305210,583,1,1,1,66,7.8404802744,0.2616843173
735,0,637800711,637800707,2332962,2328759,4204,1,4,33,120,13.6122740247,0.4543240349
736,0,640711053,640711053,2379533,2379459,75,0,1,0,1,246456.693333333,0
737,0,637800759,637800759,2380414,2379583,832,1,1,33,19,12.5697115385,0.4195274101
738,0,637800803,637800802,2422128,2421120,1009,1,2,26,82,61.2041625372,2.0427536236
739,0,637800849,637800847,2475971,2472797,3175,1,2,31,126,89.7707086614,2.996192298
740,0,637800865,637800865,2490623,2489277,1347,1,1,44,37,4.3719376392,0.1459180403
741,0,637800894,637800893,2523940,2521850,2091,1,2,21,70,35.3448110952,1.1796704334
742,0,637800912,637800911,2545446,2542826,2621,1,2,75,0,18.4895078214,0.6171068687
743,0,637800952,637800951,2585497,2583000,2498,1,2,37,0,17.304643715,0.5775607765
744,0,637801038,637801038,2670270,2669711,560,1,1,42,2,3.6571428571,0.1220610088
745,1,637798446,637798446,39329,40745,1415,1,1,112,0,3.4643613267,0.1156267215
746,1,637798488,637798490,79233,81918,2684,1,3,32,0,6.3678332092,0.2125331648
747,1,637798523,637798523,115372,116895,1522,1,1,19,173,3.8280839895,0.1277663498
748,1,637798570,637798572,164514,166606,2091,0,3,34,170,33311.1376015289,0
749,1,637798580,637798581,173091,174215,1123,1,2,20,17,2.2133333333,0.0738723397
750,1,637798765,637798765,352006,353229,1222,1,1,20,22,6.0294117647,0.2012379913
751,1,637798830,637798830,413831,415001,1169,1,1,42,46,818.8744662681,27.3308009439
752,1,637798957,637798958,531868,533096,1227,1,2,16,59,13.5443449959,0.4520568321
753,1,637799007,637799007,583439,584428,988,1,1,57,0,3.695959596,0.1233565585
754,1,637799055,637799060,636732,642838,6105,1,6,30,144,41.389880465,1.3814310139
755,1,637799074,637799074,657889,659027,1137,1,1,54,170,11.9956101844,0.4003661703
756,1,637799146,637799151,727463,732377,4913,1,6,19,1,10.1119023398,0.3374954299
757,1,637799171,637799171,750213,751039,825,1,1,193,169,13.4824667473,0.4499915801
758,1,637799203,637799203,782985,783994,1008,1,1,22,109,9.1801980198,0.3063988133
759,1,637799231,637799232,809112,810134,1021,1,2,22,38,15.3538611926,0.5124513478
760,1,637799243,637799243,820672,821634,961,1,1,21,6,3.1921079958,0.1065399787
761,1,637799308,637799308,901702,902206,503,1,1,34,171,40.3683168317,1.3473352475
762,1,637799325,637799325,917241,917987,745,1,1,39,0,5.7871485944,0.1931522019
763,1,637799380,637799380,968920,969954,1033,1,1,17,4,4.9352657005,0.1647197098
764,1,637799417,637799417,1005588,1007684,2095,1,1,33,165,18.1344778255,0.6052573675
765,1,637799438,637799438,1032552,1033212,659,1,1,25,0,3.2995461422,0.1101258404
766,1,637799458,637799460,1050731,1053851,3119,1,3,23,0,8.8058314643,0.2939039337
767,1,637799468,637799468,1059209,1059695,485,1,1,52,6,5.4702258727,0.1825745711
768,1,637799505,637799506,1091762,1093872,2109,1,2,19,40,4.5741354808,0.152666607
769,1,637799514,637799514,1104169,1104620,450,1,1,24,50,250.2477876106,8.3522844478
770,1,637799527,637799528,1118636,1120443,1806,1,2,25,185,48.0182522124,1.6026599275
771,1,637799553,637799553,1145351,1146920,1568,1,1,22,78,24.949044586,0.8327007368
772,1,637799699,637799699,1293524,1294966,1441,1,1,18,27,3.7830907831,0.126264654
773,1,637799825,637799825,1442481,1443418,936,1,1,23,0,3.131130064,0.1045047758
774,1,637799942,637799942,1559301,1560476,1174,1,1,28,74,19.7006802721,0.6575310296
775,1,637800058,637800058,1689686,1692216,2529,1,1,35,24,6.5171868827,0.2175180015
776,1,637800083,637800084,1714281,1716206,1924,1,2,67,20,20.0067497404,0.6677464217
777,1,637800088,637800089,1720997,1723930,2932,1,2,61,498,7.5269256987,0.2512191019
778,1,637800162,637800162,1795409,1797032,1622,1,1,73,0,2.9630541872,0.0988950657
779,1,637800286,637800286,1911628,1911941,312,1,1,24,62,25.1114649682,0.8381216887
780,1,637800306,637800306,1935448,1936395,946,1,1,24,3,6.1434599156,0.2050444689
781,1,637800355,637800356,1989951,1991188,1236,1,1,24,336,24.4886914378,0.8173359638
782,1,637800474,637800474,2097781,2099455,1673,1,1,18,70,11.4847761194,0.3833165435
783,1,637800577,637800577,2211294,2213043,1748,1,1,255,76,12.4051428571,0.4140347564
784,1,637800591,637800592,2230009,2230753,743,1,2,0,27,6.2697986577,0.209261158
785,1,637800629,637800629,2262486,2263643,1156,1,1,32,325,8.890328152,0.2967241
786,1,637800720,637800720,2340127,2340927,799,1,1,26,7,3.7915106117,0.1265456747
787,1,637800721,637800721,2340932,2343068,2135,1,1,31,72,8.5095928872,0.2840166581
788,1,637800747,637800748,2369561,2370491,929,1,2,35,87,74.6648764769,2.4920191807
789,1,637800801,637800801,2420350,2421105,754,1,1,54,0,13.7764550265,0.4598037497
790,1,637800810,637800810,2428741,2429785,1043,1,1,42,31,7.576076555,0.2528595637
791,1,640711054,640711054,2433493,2433568,74,0,1,0,0,34465.5657894737,0
792,1,637800816,637800818,2433802,2438572,4769,1,3,88,131,14.5527143157,0.4857122241
793,1,637800822,637800825,2441421,2445167,3745,1,4,26,0,8.3450760608,0.2785257351
794,1,637800851,640711056,2477231,2478586,1354,0,3,233,1,15247.5501474926,0
795,1,637800920,637800921,2552586,2554886,2299,1,2,25,63,10.3363754889,0.3449874585
796,0,637799010,637799010,588433,587649,785,1,1,29,153,12.2369426752,0.4084208976
797,0,637799495,637799495,1083745,1082984,762,1,1,32,163,17.8477690289,0.5956881582
798,0,637799695,637799695,1290292,1289540,753,1,1,34,5,7.1314741036,0.2380204869
799,0,637799838,637799838,1457969,1456721,1249,1,1,60,82,8.9263410729,0.2979260693
800,0,637800046,637800044,1681905,1678900,3006,1,3,0,77,29.8406520293,0.995963306
801,1,637798614,637798614,209025,211841,2815,1,1,31,14,2.4327298545,0.0811949305
802,0,637798630,637798629,224006,223215,792,1,2,45,180,15.4949494949,0.5171603189
803,0,637798694,637798694,284010,282604,1407,1,1,48,0,5.2274342573,0.1744711442
804,0,637798789,637798787,376470,374664,1807,1,1,22,368,38.7371333702,1.2928927752
805,0,637798977,637798975,551672,547855,3818,1,3,19,164,19.0976951283,0.6374057631
806,0,637799025,637799024,605695,603459,2237,1,2,20,45,4.4702726866,0.1492000764
807,0,637799209,637799207,789313,785964,3350,1,3,52,9,9.5991044776,0.3203802592
808,0,637799216,637799214,795058,792319,2740,1,3,10,0,5.9317518248,0.1979784876
809,0,637799390,637799390,979261,977848,1414,1,1,0,55,20.7920792079,0.6939576229
810,0,637799519,637799518,1111854,1110004,1851,1,2,74,0,3.6877363587,0.1230820993
811,0,640711040,640711040,1248551,1248477,75,0,1,0,0,93398.4666666667,0
812,0,637799755,637799755,1355588,1352653,2936,1,1,0,176,6.594346049,0.2200932703
813,0,637799943,637799943,1561208,1560259,950,1,1,30,140,7.0294736842,0.2346161151
814,0,637800423,637800422,2050003,2047490,2514,1,2,23,77,44.1249005569,1.4727152006
815,0,637800758,637800758,2379345,2377778,1568,1,1,98,0,6.1396683673,0.204917922
816,0,637800968,637800968,2601955,2599191,2765,1,1,59,0,3.278119349,0.1094106986
817,1,637798424,637798425,18269,21093,2823,1,2,346,1,10.9943362832,0.3669475954
818,1,637798481,637798483,73744,76617,2872,1,3,31,0,10.9011830202,0.3638385069
819,1,640711019,640711019,166532,166608,75,0,1,0,0,931642.935064935,0
820,1,637798954,637798954,527857,530063,2205,1,1,19,40,4.4535568645,0.1486421682
821,1,640711023,640711023,555218,555289,70,0,1,0,1,64649.1805555556,0
822,1,637799035,637799035,613950,615456,1505,1,1,22,105,94.702720637,3.1608034115
823,1,637799113,637799114,692562,694045,1482,1,2,237,0,4.9447439353,0.1650360559
824,1,637799297,637799297,887407,888507,1099,1,1,145,80,6.0199818347,0.2009232575
825,1,637799414,637799415,1003809,1005240,1430,1,2,0,0,6.5335195531,0.2180631217
826,1,637799648,637799649,1241562,1242387,824,1,2,87,54,134.6343825666,4.4935648411
827,1,637799767,637799767,1366989,1368439,1449,1,1,272,96,7.1550654721,0.2388078737
828,1,637799953,637799957,1572455,1583143,10687,1,5,31,93,48.2865562728,1.6116148592
829,1,637800004,637800004,1630063,1630872,808,1,1,0,0,2.6851851852,0.0896208941
830,1,637800075,637800076,1706655,1707784,1128,1,2,30,8,18.485840708,0.6169844751
831,1,637800106,637800106,1737812,1739552,1739,1,1,70,0,3.5560022975,0.1186853357
832,1,637800327,637800327,1957417,1959471,2053,1,1,0,0,3.8725060827,0.1292489841
833,1,637800329,637800329,1960830,1961898,1067,1,1,21,7,3.2918615529,0.1098693592
834,1,637800404,637800405,2032854,2033612,757,1,1,0,41,79.279314888,2.6460309405
835,1,637800525,637800525,2157931,2160506,2574,1,1,107,78,8.8338509317,0.2948391131
836,1,637800712,637800712,2333228,2334749,1520,1,1,101,125,7.3541392904,0.2454521729
837,1,637800728,637800728,2350198,2351221,1022,1,1,0,67,6.66796875,0.2225505057
838,1,637800840,637800840,2465863,2467542,1678,1,1,182,37,7.6845238095,0.2564791055
839,1,640711059,640711059,2596584,2596657,72,0,1,0,1,226292.310810811,0
840,1,637801034,637801035,2666975,2668248,1272,1,2,43,37,5.1263736264,0.1710981389
841,1,637801044,637801045,2674070,2675478,1407,1,2,23,205,10.8424414478,0.3618779449
842,0,637798468,637798462,63291,57941,5351,1,7,49,0,5.5008409643,0.1835963821
843,0,637798624,637798624,220207,219921,287,1,1,16,103,11.8571428571,0.3957446771
844,0,637798831,637798831,415460,414996,465,1,1,19,68,74.5333333333,2.487628789
845,0,637799659,637799659,1251858,1250954,905,1,1,12,23,4.6486187845,0.155152566
846,0,637800587,637800587,2226897,2226243,655,1,1,94,225,6.0030534351,0.2003582542
847,0,637800727,637800727,2350167,2349091,1077,1,1,0,144,8.4401114206,0.2816976407
848,0,637801009,637801009,2638414,2637686,729,1,1,226,44,105.2578875171,3.5130932633
849,1,637798575,637798575,168146,170428,2281,1,1,30,81,12.8318002628,0.4282748982
850,1,637798848,637798848,431356,433012,1655,1,1,102,61,299.5286662643,9.9970858691
851,1,637799521,637799521,1112826,1113305,478,1,1,27,27,6.1166666667,0.2041502159
852,1,637800164,637800164,1797539,1799110,1570,1,1,77,43,3.5973282443,0.1200646329
853,1,637800384,637800384,2015619,2016328,708,1,1,26,231,11.4098591549,0.3808161105
854,0,637798491,637798491,82865,82179,687,1,1,0,0,2.8864628821,0.09633875
855,0,637798876,637798874,456731,453959,2773,1,3,67,45,30.6022358457,1.0213819711
856,0,637799457,637799457,1050679,1049751,929,1,1,119,15,5.1819160388,0.1729519256
857,0,637799881,637799881,1503434,1502252,1183,1,1,42,73,6.9120879121,0.2306982408
858,0,637799906,637799906,1525448,1525078,371,1,1,35,0,3.8490566038,0.128466333
859,0,637799975,637799975,1600400,1599286,1115,1,1,19,67,5.8600896861,0.195586688
860,0,637800444,637800444,2067857,2067396,462,1,1,122,52,325.2121212121,10.8542983264
861,0,637800534,637800534,2169646,2168609,1038,1,1,61,62,54.5308285164,1.8200240463
862,0,637800620,637800620,2255847,2254685,1163,1,1,0,62,42.086844368,1.4046929208
863,0,640711068,640711068,2676678,2676605,74,0,1,0,1,13767.9324324324,0
864,1,637798627,637798628,221454,223398,1943,1,2,44,0,4.2251928021,0.1410202762
865,1,637798767,637798771,354481,357426,2944,1,5,51,121,38.0448065173,1.2697856347
866,1,640711033,640711033,711226,711355,128,0,1,0,43,17472.4692307692,0
867,1,637799190,637799190,766202,767268,1065,1,1,14,165,13.145267104,0.4387371853
868,1,637799310,637799310,903156,904331,1174,1,1,45,48,24.7304421769,0.8254046503
869,1,637799478,637799481,1066686,1069884,3197,1,3,20,51,48.030947171,1.6030836353
870,1,637799503,637799504,1087702,1091211,3508,1,2,78,60,7.692022792,0.2567293919
871,1,637799801,637799801,1407202,1407843,640,1,1,0,6,4.308411215,0.1437977787
872,1,637799998,637799999,1622915,1625644,2728,1,2,55,0,2.8241758242,0.0942598536
873,1,637800070,637800070,1701302,1702294,991,1,1,67,203,16.2296072508,0.5416802983
874,1,637800583,637800583,2221194,2223008,1813,1,1,740,49,8.923415978,0.2978284412
875,1,637800940,637800940,2570956,2573066,2109,1,1,56,117,12.4438654666,0.4153271645
876,0,637798448,637798448,41121,40792,330,1,1,30,63,109.303030303,3.6481041804
877,0,637798661,637798661,252804,251503,1302,1,1,21,0,6.1835637481,0.2063829767
878,0,640711021,640711021,288232,288155,78,0,1,0,5,6903.6282051282,0
879,0,637798943,637798940,519441,516390,3052,1,4,108,24,110.4918086501,3.6877809161
880,0,637799220,637799220,797401,796433,969,1,1,112,74,7.0474716202,0.2352168152
881,0,637799277,637799277,865489,863508,1982,1,1,20,672,28.5040363269,0.9513523441
882,0,637799369,637799368,959761,957546,2216,1,2,24,0,3.2355595668,0.1079902209
883,0,637799396,637799396,986189,984955,1235,1,1,179,54,181.3570850202,6.0529844242
884,0,637800385,637800385,2018093,2016026,2068,1,1,55,117,5.9526112186,0.1986746919
885,0,637800418,637800416,2044373,2041478,2896,1,3,53,3,8.5611187845,0.2857363894
886,0,637800590,637800589,2229929,2228499,1431,1,2,19,30,5.8679245283,0.1958481841
887,0,637801060,637801060,2690161,2688227,1935,1,1,42,78,13.5968992248,0.4538108847
888,1,637798631,637798635,224017,226885,2867,1,5,43,664,57.9801324503,1.9351482112
889,1,637798898,637798898,479657,480318,660,1,1,43,481,28.0891238671,0.9375042021
890,1,637799111,637799111,691580,691787,206,1,1,39,61,322.0817307692,10.7498182376
891,1,637799240,637799241,817145,819895,2749,1,2,23,0,4.2708106143,0.1425428189
892,1,637799397,637799397,986280,987699,1418,1,1,135,73,104.0901408451,3.4741184828
893,1,637799425,637799425,1016281,1016980,698,1,1,34,36,2.2771428571,0.07600205
894,1,637799439,637799439,1033272,1034835,1562,1,1,28,36,4.6374680307,0.1547803978
895,1,637799783,637799784,1383140,1386095,2954,1,2,52,15,9.800744249,0.3271101997
896,1,637799886,637799889,1507264,1510982,3717,1,4,20,0,11.593170207,0.3869343109
897,1,637799919,637799919,1536952,1537641,688,1,1,34,47,83.5811594203,2.7896095492
898,1,637799964,637799964,1590742,1591646,903,1,1,57,32,6.2806629834,0.2096237663
899,1,637800005,637800007,1631098,1636599,5500,1,3,241,32,6.1775717921,0.2061829889
900,1,637800080,640711045,1710272,1713314,3041,0,2,81,17,470.7196845219,0
901,1,637800105,637800105,1735942,1737356,1413,1,1,23,0,3.7893992933,0.1264752072
902,1,637800167,637800169,1800351,1802660,2308,1,3,21,20,3.4428571429,0.1149089966
903,1,637800292,637800294,1919135,1922222,3086,1,3,229,40,9.4031735751,0.3138408581
904,1,637800829,637800829,2448057,2448912,854,1,1,19,30,6.1904205607,0.2066118301
905,1,637800875,637800875,2498952,2500015,1062,1,1,20,201,7.2030075188,0.2404079902
906,0,637798722,637798720,314765,312372,2394,1,3,142,31,59.8868003342,1.9987852673
907,0,637798933,637798932,510360,508783,1578,1,2,28,12,6.9543726236,0.2321095378
908,0,637799907,637799907,1526954,1525759,1196,1,1,0,74,7.1998327759,0.2403020298
909,0,637800206,637800206,1832854,1832303,552,1,1,48,0,3.9510869565,0.1318717039
910,0,637800397,637800396,2027976,2025681,2296,1,2,99,112,9.881097561,0.3297920764
911,1,637798946,637798946,521416,523582,2165,1,1,86,74,56.4808491001,1.8851080445
912,1,637799293,637799293,880845,886076,5230,1,1,22,2591,19.3115443425,0.6445432066
913,1,637799834,637799834,1453271,1454626,1354,1,1,46,50,5.4056047198,0.1804177718
914,1,637801043,637801043,2673063,2673961,897,1,1,0,113,13.4805339266,0.4499270702
915,0,637798807,637798805,395828,393625,2204,1,1,97,168,16.4351179673,0.5485394358
916,0,637799552,637799552,1145235,1144385,851,1,1,12,5,15.0376028202,0.5018958903
917,0,637799722,637799722,1316051,1313925,2127,1,1,28,14,6.0592383639,0.2022334856
918,1,637799977,637799979,1600767,1602886,2118,1,3,35,0,4.4943396226,0.1500033359
919,1,637800205,637800205,1831862,1832276,413,1,1,0,46,3.9373493976,0.1314131983
920,1,637800880,637800883,2506103,2508850,2746,1,4,18,45,10.173580786,0.3395540133
921,1,637800972,637800975,2605009,2609177,4167,1,2,0,299,33.9366754617,1.1326724179
922,0,637799461,637799461,1054364,1053871,494,1,1,11,6,2.1234817814,0.0708734492
923,0,637799872,637799872,1495110,1494133,978,1,1,17,40,4.1329243354,0.1379407186
924,0,637800003,637800000,1629480,1625361,4120,1,4,31,341,243.945631068,8.1419433126
925,0,637800431,637800430,2057874,2055427,2448,1,2,221,18,20.6650326797,0.6897173107
926,0,637800713,637800713,2335796,2334652,1145,1,1,78,2,2.672489083,0.0891971482
927,1,637799162,637799165,741369,746590,5220,1,4,27,0,7.9304864037,0.264688367
928,1,637799386,637799387,974053,975417,1363,1,2,46,59,19.2732600733,0.6432654286
929,1,637799753,637799753,1351551,1351887,335,1,1,62,47,488.4243323442,16.3016784033
930,1,637800145,637800145,1775488,1776141,652,1,1,145,77,10.3363914373,0.3449879909
931,1,637801040,637801040,2670288,2670803,514,1,1,67,11,3.4186046512,0.114099544
932,0,637798751,637798750,339327,337319,2009,1,2,21,89,11.1642608263,0.3726190069
933,0,637798850,637798849,435071,432973,2099,1,2,31,103,34.481181515,1.1508458832
934,0,637800597,637800596,2237671,2234021,3651,1,2,28,120,8.7885510819,0.2933271827
935,1,637798753,637798753,340186,340526,339,1,1,102,74,127.2697947214,4.2477639349
936,1,637799748,637799748,1347160,1347917,756,1,1,13,7,2.2229551451,0.0741934778
937,1,637800826,637800827,2445310,2447361,2050,1,2,77,2,14.7076023392,0.4908817755
938,0,637798413,637798411,8877,7776,1102,1,3,18,3,14.0036297641,0.4673859465
939,0,637798431,637798431,28075,27080,996,1,1,16,2,6.3242971888,0.2110801041
940,0,637798587,637798586,179942,177477,2466,1,2,150,73,8.5077047851,0.2839536407
941,0,637798890,637798889,469366,466721,2646,1,2,147,283,20.3847316704,0.6803619682
942,0,637799109,637799106,690809,687094,3716,1,4,61,39,269.7613024758,9.0035686353
943,0,637799400,640711037,991513,989339,2175,0,1,19,1,5972.4432183908,0
944,0,637799497,637799497,1084345,1083722,624,1,1,23,49,8.1875,0.2732664675
945,0,637799650,637799650,1242885,1242347,539,1,1,53,108,29.0204081633,0.9685867998
946,0,637799745,637799745,1344431,1342486,1946,1,1,26,48,115.2312435766,3.845964566
947,0,637799831,637799831,1451241,1450082,1160,1,1,0,5,4.2103448276,0.1405247094
948,0,637799862,637799861,1484283,1482669,1615,1,2,32,188,19.506501548,0.6510501095
949,0,637800271,637800271,1899580,1899156,425,1,1,30,71,205.4,6.8554421281
950,0,637800695,637800695,2315752,2315333,420,1,1,25,119,102.3952380952,3.4175493135
951,0,637800773,637800773,2393094,2392311,784,1,1,0,16,6.1849489796,0.2064292103
952,1,637798913,637798916,492988,495982,2993,1,4,0,49,10.0607679466,0.3357887656
953,1,637799001,637799002,578594,579489,894,1,2,26,191,12.1819196429,0.4065844455
954,1,637799451,637799452,1043839,1046163,2323,1,2,105,154,12.3982795699,0.4138056869
955,1,637799754,637799754,1351930,1352797,866,1,1,19,0,5.1555299539,0.1720712621
